2026-01-23T16:07:29.291-0800	INFO	livekit	server/main.go:212	starting in development mode
2026-01-23T16:07:45.805-0800	DEBUG	livekit.pub	rtc/participant.go:3163	track published	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "track": {"sid": "TR_AMkkb3UhqfBcLC", "type": "AUDIO", "source": "MICROPHONE", "mimeType": "audio/red", "mid": "1", "codecs": [{"mimeType": "audio/red", "mid": "1", "cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1769213265800297}, "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"], "backupCodecPolicy": "SIMULCAST"}, "cost": 27, "isMigrated": false}
2026-01-23T16:07:45.805-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"update": {"participants": [{"sid": "PA_4Jp57eSJ3qGS", "identity": "User", "state": "ACTIVE", "tracks": [{"sid": "TR_AMkkb3UhqfBcLC", "type": "AUDIO", "source": "MICROPHONE", "mimeType": "audio/red", "mid": "1", "codecs": [{"mimeType": "audio/red", "mid": "1", "cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1769213265800297}, "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"], "backupCodecPolicy": "SIMULCAST"}], "joinedAt": 1769213264, "joinedAtMs": 1769213264511, "version": 3, "permission": {"canSubscribe": true, "canPublish": true, "canPublishData": true}, "isPublisher": true, "kind": "STANDARD", "disconnectReason": "UNKNOWN_REASON"}]}}}
2026-01-23T16:07:45.805-0800	INFO	livekit.pub	rtc/participant.go:2221	mediaTrack published	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "kind": "audio", "trackID": "TR_AMkkb3UhqfBcLC", "webrtcTrackID": "41efa37f-f18d-42f6-8a08-0becded23c9f", "rid": "", "SSRC": 1405693917, "mime": "audio/red", "trackInfo": {"sid": "TR_AMkkb3UhqfBcLC", "type": "AUDIO", "source": "MICROPHONE", "mimeType": "audio/red", "mid": "1", "codecs": [{"mimeType": "audio/red", "mid": "1", "cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1769213265800297}, "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"], "backupCodecPolicy": "SIMULCAST"}, "fromSdp": true, "isReceiverAdded": true, "sdpRids": ["", "", ""]}
2026-01-23T16:07:45.805-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"update": {"participants": [{"sid": "PA_4Jp57eSJ3qGS", "identity": "User", "state": "ACTIVE", "tracks": [{"sid": "TR_AMkkb3UhqfBcLC", "type": "AUDIO", "source": "MICROPHONE", "mimeType": "audio/red", "mid": "1", "codecs": [{"mimeType": "audio/red", "mid": "1", "cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1769213265800297}, "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"], "backupCodecPolicy": "SIMULCAST"}], "joinedAt": 1769213264, "joinedAtMs": 1769213264511, "version": 4, "permission": {"canSubscribe": true, "canPublish": true, "canPublishData": true}, "isPublisher": true, "kind": "STANDARD", "disconnectReason": "UNKNOWN_REASON"}]}}}
2026-01-23T16:07:45.805-0800	DEBUG	livekit	service/rtcservice.go:463	sending participant update	{"connID": "CO_38weKhxdzxGA", "participantUpdate": {"Update":{"participants":[{"sid":"PA_4Jp57eSJ3qGS","identity":"User","state":2,"tracks":[{"sid":"TR_AMkkb3UhqfBcLC","source":2,"mime_type":"audio/red","mid":"1","codecs":[{"mime_type":"audio/red","mid":"1","cid":"41efa37f-f18d-42f6-8a08-0becded23c9f"}],"stream":"camera","version":{"unix_micro":1769213265800297},"audio_features":[2,3,4],"backup_codec_policy":1}],"joined_at":1769213264,"joined_at_ms":1769213264511,"version":3,"permission":{"can_subscribe":true,"can_publish":true,"can_publish_data":true},"is_publisher":true}]}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:45.805-0800	DEBUG	livekit	service/rtcservice.go:463	sending participant update	{"connID": "CO_38weKhxdzxGA", "participantUpdate": {"Update":{"participants":[{"sid":"PA_4Jp57eSJ3qGS","identity":"User","state":2,"tracks":[{"sid":"TR_AMkkb3UhqfBcLC","source":2,"mime_type":"audio/red","mid":"1","codecs":[{"mime_type":"audio/red","mid":"1","cid":"41efa37f-f18d-42f6-8a08-0becded23c9f"}],"stream":"camera","version":{"unix_micro":1769213265800297},"audio_features":[2,3,4],"backup_codec_policy":1}],"joined_at":1769213264,"joined_at_ms":1769213264511,"version":4,"permission":{"can_subscribe":true,"can_publish":true,"can_publish_data":true},"is_publisher":true}]}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:45.999-0800	DEBUG	livekit.pub.pub.sfu	rtpstats/rtpstats_receiver.go:259	rtp receiver stream start	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "relayed": false, "mime": "audio/red", "layer": 0, "ssrc": 1405693917, "rtpStats": {"startTime": "2026-01-23T16:07:45.994-0800", "endTime": "1969-12-31T16:00:00.000-0800", "elapsed": "5.757542ms", "packetsExpected": 1, "packetsExpectedRate": 173.68522887023664, "packetsSeenPrimary": 1, "packetsSeenPrimaryRate": 173.68522887023664, "bytes": 0, "bitrate": 0, "packetsOutOfOrder": 0, "packetsLost": 0, "packetsLostRate": 0, "packetLostPercentage": 0, "nacks": 0, "nackAcks": 0, "nackMisses": 0, "nackRepeated": 0, "plis": 0, "lastPli": "1969-12-31T16:00:00.000-0800", "firstTime": "2026-01-23T16:07:45.994-0800", "firstTimeAdjustment": "0s", "highestTime": "2026-01-23T16:07:45.994-0800", "headerBytes": 0, "packetsDuplicate": 0, "packetsDuplicateRate": 0, "bytesDuplicate": 0, "bitrateDuplicate": 0, "headerBytesDuplicate": 0, "packetsPadding": 0, "packetsPaddingRate": 0, "bytesPadding": 0, "bitratePadding": 0, "headerBytesPadding": 0, "frames": 0, "frameRate": 0, "jitter": 0, "maxJitter": 0, "firs": 0, "lastFir": "0001-01-01T00:00:00.000Z", "keyFrames": 0, "lastKeyFrame": "0001-01-01T00:00:00.000Z", "rtt": 0, "maxRtt": 0, "srFirst": {}, "srNewest": {}, "packetDrift": {}, "ntpReportDrift": {}, "receivedReportDrift": {}, "rebasedReportDrift": {}, "extStartSN": 31102, "extHighestSN": 31102, "extStartTS": 2530729369, "extHighestTS": 2530729369, "propagationDelayEstimator": {"lastSenderClockTimeNs": "1969-12-31T16:00:00.000-0800", "lastPropagationDelayNs": "0s", "lastDeltaPropagationDelayNs": "0s", "estimatedPropagationDelayNs": "0s", "longTermDeltaPropagationDelayNs": "0s", "propagationDelayDeltaHighCount": 0, "propagationDelayDeltaHighStartTime": "0001-01-01T00:00:00.000Z", "propagationDelaySpikeNs": "0s"}, "clockSkewCount": 0, "clockSkewMediaPathCount": 0, "outOfOrderSenderReportCount": 0, "largeJumpCount": 0, "largeJumpNegativeCount": 0, "timeReversedCount": 0, "packetsDroppedPreStartTimestamp": 0, "packetsDroppedOldTimestamp": 0, "packetsDroppedPreStartSequenceNumber": 0, "packetsDroppedOldSequenceNumber": 0, "restartPackets": []}}
2026-01-23T16:07:48.304-0800	DEBUG	livekit.pub.pub.sfu	rtpstats/rtpstats_receiver.go:604	propagation delay step change	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "relayed": false, "mime": "audio/red", "layer": 0, "ssrc": 1405693917, "currentSenderReport": {"RtpTimestamp": 2530840065, "RtpTimestampExt": 2530840065, "NtpTimestamp": "2026-01-24T00:07:48.304Z", "At": "2026-01-23T16:07:48.304-0800", "AtAdjusted": "1969-12-31T16:00:00.000-0800", "Packets": 35, "Octets": 6184}, "rtpStats": {"startTime": "2026-01-23T16:07:45.994-0800", "endTime": "1969-12-31T16:00:00.000-0800", "elapsed": "2.310717459s", "packetsExpected": 35, "packetsExpectedRate": 15.146810729143324, "packetsSeenPrimary": 35, "packetsSeenPrimaryRate": 15.146810729143324, "bytes": 6884, "bitrate": 23833.290299296605, "packetsOutOfOrder": 0, "packetsLost": 0, "packetsLostRate": 0, "packetLostPercentage": 0, "nacks": 0, "nackAcks": 0, "nackMisses": 0, "nackRepeated": 0, "plis": 0, "lastPli": "1969-12-31T16:00:00.000-0800", "firstTime": "2026-01-23T16:07:45.994-0800", "firstTimeAdjustment": "0s", "highestTime": "2026-01-23T16:07:48.189-0800", "headerBytes": 700, "packetsDuplicate": 0, "packetsDuplicateRate": 0, "bytesDuplicate": 0, "bitrateDuplicate": 0, "headerBytesDuplicate": 0, "packetsPadding": 0, "packetsPaddingRate": 0, "bytesPadding": 0, "bitratePadding": 0, "headerBytesPadding": 0, "frames": 1, "frameRate": 0.4327660208326664, "jitter": 26.635229806279135, "maxJitter": 30.46930408489462, "firs": 0, "lastFir": "0001-01-01T00:00:00.000Z", "keyFrames": 0, "lastKeyFrame": "0001-01-01T00:00:00.000Z", "rtt": 0, "maxRtt": 0, "srFirst": {}, "srNewest": {}, "packetDrift": {"StartTime": "2026-01-24T00:07:45.994Z", "EndTime": "2026-01-24T00:07:48.189Z", "Duration": 2.194945959, "StartTimestamp": 2530729369, "EndTimestamp": 2530834969, "RtpClockTicks": 105600, "DriftSamples": 243, "DriftMs": 5.0625, "ClockRate": 48110.52389103489}, "ntpReportDrift": {}, "receivedReportDrift": {}, "rebasedReportDrift": {}, "extStartSN": 31102, "extHighestSN": 31136, "extStartTS": 2530729369, "extHighestTS": 2530834969, "propagationDelayEstimator": {"lastSenderClockTimeNs": "2026-01-23T16:07:48.304-0800", "lastPropagationDelayNs": "746µs", "lastDeltaPropagationDelayNs": "0s", "estimatedPropagationDelayNs": "746µs", "longTermDeltaPropagationDelayNs": "0s", "propagationDelayDeltaHighCount": 0, "propagationDelayDeltaHighStartTime": "0001-01-01T00:00:00.000Z", "propagationDelaySpikeNs": "0s"}, "clockSkewCount": 0, "clockSkewMediaPathCount": 0, "outOfOrderSenderReportCount": 0, "largeJumpCount": 0, "largeJumpNegativeCount": 0, "timeReversedCount": 0, "packetsDroppedPreStartTimestamp": 0, "packetsDroppedOldTimestamp": 0, "packetsDroppedPreStartSequenceNumber": 0, "packetsDroppedOldSequenceNumber": 0, "restartPackets": []}}
2026-01-23T16:07:49.511-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"roomUpdate": {"room": {"sid": "RM_NWWe9PBEZDsB", "name": "test-room", "emptyTimeout": 300, "departureTimeout": 20, "creationTime": 1769213264, "creationTimeMs": 1769213264508, "turnPassword": "2YIyarPfc0eR6HcKspd4q6PeF4WxS6sVqMnZlCM5By0A", "enabledCodecs": [{"mime": "audio/PCMU"}, {"mime": "audio/PCMA"}, {"mime": "audio/opus"}, {"mime": "audio/red"}, {"mime": "video/VP8"}, {"mime": "video/H264"}, {"mime": "video/VP9"}, {"mime": "video/AV1"}, {"mime": "video/H265"}, {"mime": "video/rtx"}], "numParticipants": 1, "numPublishers": 1}}}}
2026-01-23T16:07:49.511-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"connectionQuality": {"updates": [{"participantSid": "PA_4Jp57eSJ3qGS", "quality": "EXCELLENT", "score": 4.5}]}}}
2026-01-23T16:07:49.512-0800	DEBUG	livekit	service/rtcservice.go:459	sending room update	{"connID": "CO_38weKhxdzxGA", "roomUpdate": {"RoomUpdate":{"room":{"sid":"RM_NWWe9PBEZDsB","name":"test-room","empty_timeout":300,"departure_timeout":20,"creation_time":1769213264,"creation_time_ms":1769213264508,"turn_password":"2YIyarPfc0eR6HcKspd4q6PeF4WxS6sVqMnZlCM5By0A","enabled_codecs":[{"mime":"audio/PCMU"},{"mime":"audio/PCMA"},{"mime":"audio/opus"},{"mime":"audio/red"},{"mime":"video/VP8"},{"mime":"video/H264"},{"mime":"video/VP9"},{"mime":"video/AV1"},{"mime":"video/H265"},{"mime":"video/rtx"}],"num_participants":1,"num_publishers":1}}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:49.513-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"ConnectionQuality":{"updates":[{"participant_sid":"PA_4Jp57eSJ3qGS","quality":2,"score":4.5}]}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:49.535-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"Ping":1769213269533}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:49.536-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"PingReq":{"timestamp":1769213269533}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:49.536-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"ping": 1769213269533}}
2026-01-23T16:07:49.536-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"pingReq": {"timestamp": 1769213269533}}}
2026-01-23T16:07:52.528-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"speakersChanged": {"speakers": [{"sid": "PA_4Jp57eSJ3qGS", "level": 0.25, "active": true}]}}}
2026-01-23T16:07:52.529-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"SpeakersChanged":{"speakers":[{"sid":"PA_4Jp57eSJ3qGS","level":0.25,"active":true}]}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:52.930-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"speakersChanged": {"speakers": [{"sid": "PA_4Jp57eSJ3qGS"}]}}}
2026-01-23T16:07:52.930-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"SpeakersChanged":{"speakers":[{"sid":"PA_4Jp57eSJ3qGS"}]}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:54.534-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"Ping":1769213274533}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:54.536-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"PingReq":{"timestamp":1769213274533,"rtt":3}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:54.536-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"ping": 1769213274533}}
2026-01-23T16:07:54.536-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"pingReq": {"timestamp": 1769213274533, "rtt": 3}}}
2026-01-23T16:07:59.537-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"Ping":1769213279536}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:59.537-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"PingReq":{"timestamp":1769213279536,"rtt":3}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:59.538-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"ping": 1769213279536}}
2026-01-23T16:07:59.538-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"pingReq": {"timestamp": 1769213279536, "rtt": 3}}}
2026-01-23T16:08:04.537-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"Ping":1769213284535}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:08:04.538-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"PingReq":{"timestamp":1769213284535,"rtt":1}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:08:04.538-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"ping": 1769213284535}}
2026-01-23T16:08:04.538-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"pingReq": {"timestamp": 1769213284535, "rtt": 1}}}
2026-01-23T16:08:09.537-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"Ping":1769213289531}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:08:09.539-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"ping": 1769213289531}}
2026-01-23T16:08:09.540-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"PingReq":{"timestamp":1769213289531,"rtt":3}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:08:09.541-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"pingReq": {"timestamp": 1769213289531, "rtt": 3}}}
2026-01-23T16:08:09.944-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"Leave":{"reason":1}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:08:09.946-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"leave": {"reason": "CLIENT_INITIATED", "action": "DISCONNECT"}}}
2026-01-23T16:08:09.947-0800	DEBUG	livekit	signalling/signalhandler.go:98	client leaving room	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "reason": "CLIENT_REQUEST_LEAVE"}
2026-01-23T16:08:09.948-0800	INFO	livekit	rtc/participant.go:1350	participant closing	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "sendLeave": true, "reason": "CLIENT_REQUEST_LEAVE", "isExpectedToResume": false}
2026-01-23T16:08:09.948-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"leave": {"reason": "CLIENT_INITIATED", "action": "DISCONNECT"}}}
2026-01-23T16:08:09.948-0800	DEBUG	livekit.pub	rtc/mediatrackreceiver.go:380	clearing all receivers	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "relayed": false, "isExpectedToResume": false}
2026-01-23T16:08:09.948-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"Leave":{"reason":1}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:08:09.949-0800	DEBUG	livekit.pub	rtc/mediatrackreceiver.go:620	removing all subscribers for mime	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "relayed": false, "mime": "audio/red", "isExpectedToResume": false}
2026-01-23T16:08:09.949-0800	DEBUG	livekit.pub	rtc/participant.go:3320	track unpublished	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "expectedToResume": false, "track": {"sid": "TR_AMkkb3UhqfBcLC", "type": "AUDIO", "source": "MICROPHONE", "mimeType": "audio/red", "codecs": [{"mimeType": "audio/red", "cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1769213265800297}, "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"], "backupCodecPolicy": "SIMULCAST"}}
2026-01-23T16:08:09.950-0800	WARN	livekit.transport	rtc/transport.go:901	error reading data channel	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "label": "_lossy", "error": "[0x140015cc1e0] abort chunk, with following errors: (User Initiated Abort: Close called)"}
2026-01-23T16:08:09.950-0800	DEBUG	livekit	rtc/participant.go:2093	updating participant state	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "state": "DISCONNECTED"}
2026-01-23T16:08:09.950-0800	DEBUG	livekit	signalling/signallerasyncbase.go:64	closing signal connection	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "reason": "PARTICIPANT_CLOSE", "connID": "CO_38weKhxdzxGA"}
2026-01-23T16:08:09.950-0800	WARN	livekit.transport	rtc/transport.go:901	error reading data channel	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "label": "_reliable", "error": "[0x140015cc1e0] abort chunk, with following errors: (User Initiated Abort: Close called)"}
2026-01-23T16:08:09.951-0800	WARN	livekit.transport	rtc/transport.go:1259	error reading data channel	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "label": "_lossy", "error": "[0x140015cc3c0] abort chunk, with following errors: (User Initiated Abort: Close called)"}
2026-01-23T16:08:09.951-0800	WARN	livekit.transport	rtc/transport.go:1259	error reading data channel	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "label": "_reliable", "error": "[0x140015cc3c0] abort chunk, with following errors: (User Initiated Abort: Close called)"}
